55.75	57.6	NAN	
56	57.6	NAN	
56.25	58.2	NAN	
56.5	58.2	NAN	
56.75	58.2	NAN	
57	58.8	NAN	
57.25	58.8	NAN	
57.5	58.8	NAN	
57.75	58.8	NAN	
58	58.8	NAN	
58.25	58.8	NAN	
58.5	58.8	NAN	
58.75	58.8	NAN	
59	58.8	NAN	
59.25	58.2	NAN	
59.5	58.2	NAN	
59.75	58.2	NAN	
60	57.6	NAN	
60.25	57.6	NAN	
60.5	56.9	NAN	
60.75	56.3	NAN	
61	56.3	NAN	
61.25	56.3	NAN	
61.5	55.6	NAN	
61.75	55.6	NAN	
62	55.6	NAN	
62.25	55.6	NAN	
62.5	55.6	NAN	
62.75	55	NAN	
63	55	NAN	
63.25	55	NAN	
63.5	55.6	NAN	
63.75	55.6	NAN	
64	55.6	NAN	
64.25	55.6	NAN	
64.5	55.6	NAN	
64.75	55.6	NAN	
65	56.3	NAN	
65.25	56.3	NAN	
65.5	56.3	NAN	
65.75	56.9	NAN	
66	57.6	NAN	
66.25	57.6	NAN	
66.5	57.6	NAN	
66.75	58.2	NAN	
67	58.2	NAN	
67.25	58.2	NAN	
67.5	58.2	NAN	
67.75	58.2	NAN	
68	58.2	NAN	
68.25	58.2	NAN	
68.5	58.2	NAN	
68.75	58.2	NAN	
69	58.2	NAN	
69.25	58.2	NAN	
69.5	57.6	NAN	
69.75	57.6	NAN	
70	57.6	NAN	
70.25	57.6	NAN	
70.5	56.9	NAN	
70.75	56.3	NAN	
71	56.3	NAN	
71.25	56.3	NAN	
71.5	56.3	NAN	
71.75	56.3	NAN	
72	55.6	NAN	
72.25	55.6	NAN	
72.5	55.6	NAN	
72.75	55.6	NAN	
73	55.6	NAN	
73.25	55.6	NAN	
73.5	55.6	NAN	
73.75	55.6	NAN	
74	55.6	NAN	
74.25	55.6	NAN	
74.5	56.3	NAN	
74.75	56.3	NAN	
75	56.3	NAN	
75.25	56.3	NAN	
75.5	56.3	NAN	
75.75	56.9	NAN	
76	56.9	NAN	
76.25	57.6	NAN	
76.5	57.6	NAN	
76.75	57.6	NAN	
77	57.6	NAN	
77.25	57.6	NAN	
77.5	57.6	NAN	
77.75	58.2	NAN	
78	58.2	NAN	
78.25	58.2	NAN	
78.5	58.2	NAN	
78.75	58.2	NAN	
79	57.6	NAN	
79.25	57.6	NAN	
79.5	57.6	NAN	
79.75	57.6	NAN	
80	57.6	NAN	
80.25	57.6	NAN	
80.5	57.6	NAN	
80.75	56.9	NAN	
81	56.9	NAN	
81.25	56.9	NAN	
81.5	56.3	NAN	
81.75	56.3	NAN	
82	56.3	NAN	
82.25	56.3	NAN	
82.5	56.3	NAN	
82.75	56.3	NAN	
83	56.3	NAN	
83.25	56.3	NAN	
83.5	56.3	NAN	
83.75	56.3	NAN	
84	56.3	NAN	
84.25	56.3	NAN	
84.5	56.3	NAN	
84.75	56.3	NAN	
85	56.3	NAN	
85.25	56.3	NAN	
85.5	56.3	NAN	
85.75	56.9	NAN	
86	56.9	NAN	
86.25	56.9	NAN	
86.5	56.9	NAN	
86.75	56.9	NAN	
87	57.6	NAN	
87.25	57.6	NAN	
87.5	57.6	NAN	
87.75	57.6	NAN	
88	57.6	NAN	
88.25	57.6	NAN	
88.5	57.6	NAN	
88.75	57.6	NAN	
89	57.6	NAN	
89.25	57.6	NAN	
89.5	57.6	NAN	
89.75	57.6	NAN	
90	56.9	NAN	
90.25	56.9	NAN	
90.5	56.9	NAN	
90.75	56.9	NAN	
91	56.9	NAN	
91.25	56.9	NAN	
91.5	56.3	NAN	
91.75	56.3	NAN	
92	56.3	NAN	
92.25	56.3	NAN	
92.5	56.3	NAN	
92.75	56.3	NAN	
93	56.3	NAN	
93.25	56.3	NAN	
93.5	56.3	NAN	
93.75	56.3	NAN	
94	56.3	NAN	
94.25	56.3	NAN	
94.5	56.3	NAN	
94.75	56.3	NAN	
95	56.3	NAN	
95.25	56.3	NAN	
95.5	56.3	NAN	
95.75	56.3	NAN	
96	56.3	NAN	
96.25	56.3	NAN	
96.5	56.3	NAN	
96.75	56.3	NAN	
97	56.3	NAN	
97.25	56.9	NAN	
97.5	56.9	NAN	
97.75	56.9	NAN	
98	56.9	NAN	
98.25	56.9	NAN	
98.5	56.9	NAN	
98.75	56.9	NAN	
99	56.9	NAN	
99.25	56.9	NAN	
99.5	56.9	NAN	
99.75	56.9	NAN	
100	56.9	NAN	
100.25	56.9	NAN	
100.5	56.9	NAN	
100.75	56.9	NAN	
101	56.9	NAN	
101.25	56.3	NAN	
101.5	56.3	NAN	
101.75	56.3	NAN	
102	56.3	NAN	
102.25	56.3	NAN	
