 0.00000e+00, 5.00000e+02, 2.23607e+01
 1.00000e+00, 4.11000e+02, 2.02731e+01
 2.00000e+00, 3.44000e+02, 1.85472e+01
 3.00000e+00, 2.80000e+02, 1.67332e+01
 4.00000e+00, 2.30000e+02, 1.51658e+01
 5.00000e+00, 1.86000e+02, 1.36382e+01
 6.00000e+00, 1.55000e+02, 1.24499e+01
 7.00000e+00, 1.32000e+02, 1.14891e+01
 8.00000e+00, 1.08000e+02, 1.03923e+01
 9.00000e+00, 9.00000e+01, 9.48683e+00
 1.00000e+01, 7.60000e+01, 8.71780e+00
 1.10000e+01, 6.60000e+01, 8.12404e+00
 1.20000e+01, 5.40000e+01, 7.34847e+00
 1.30000e+01, 4.40000e+01, 6.63325e+00
 1.40000e+01, 3.70000e+01, 6.08276e+00
 1.50000e+01, 2.80000e+01, 5.29150e+00
 1.60000e+01, 2.30000e+01, 4.79583e+00
 1.70000e+01, 1.90000e+01, 4.35890e+00
 1.80000e+01, 1.40000e+01, 3.74166e+00
 1.90000e+01, 1.20000e+01, 3.46410e+00
 2.00000e+01, 1.20000e+01, 3.46410e+00
