 0.00000e+00, 1.00000e+03, 3.16228e+01
 1.00000e+00, 8.31000e+02, 2.88271e+01
 2.00000e+00, 6.79000e+02, 2.60576e+01
 3.00000e+00, 5.75000e+02, 2.39792e+01
 4.00000e+00, 4.66000e+02, 2.15870e+01
 5.00000e+00, 3.92000e+02, 1.97990e+01
 6.00000e+00, 3.22000e+02, 1.79444e+01
 7.00000e+00, 2.55000e+02, 1.59687e+01
 8.00000e+00, 2.16000e+02, 1.46969e+01
 9.00000e+00, 1.77000e+02, 1.33041e+01
 1.00000e+01, 1.48000e+02, 1.21655e+01
 1.10000e+01, 1.24000e+02, 1.11355e+01
 1.20000e+01, 1.03000e+02, 1.01489e+01
 1.30000e+01, 8.00000e+01, 8.94427e+00
 1.40000e+01, 6.70000e+01, 8.18535e+00
 1.50000e+01, 5.70000e+01, 7.54983e+00
 1.60000e+01, 4.70000e+01, 6.85565e+00
 1.70000e+01, 3.90000e+01, 6.24500e+00
 1.80000e+01, 3.10000e+01, 5.56776e+00
 1.90000e+01, 2.50000e+01, 5.00000e+00
 2.00000e+01, 2.00000e+01, 4.47214e+00
 2.10000e+01, 1.70000e+01, 4.12311e+00
 2.20000e+01, 1.30000e+01, 3.60555e+00
 2.30000e+01, 1.20000e+01, 3.46410e+00
