 0.00000e+00, 1.00000e+03, 3.16228e+01
 1.00000e+00, 8.33000e+02, 2.88617e+01
 2.00000e+00, 7.04000e+02, 2.65330e+01
 3.00000e+00, 5.86000e+02, 2.42074e+01
 4.00000e+00, 4.83000e+02, 2.19773e+01
 5.00000e+00, 4.06000e+02, 2.01494e+01
 6.00000e+00, 3.44000e+02, 1.85472e+01
 7.00000e+00, 2.88000e+02, 1.69706e+01
 8.00000e+00, 2.47000e+02, 1.57162e+01
 9.00000e+00, 2.09000e+02, 1.44568e+01
 1.00000e+01, 1.73000e+02, 1.31529e+01
 1.10000e+01, 1.46000e+02, 1.20830e+01
 1.20000e+01, 1.22000e+02, 1.10454e+01
 1.30000e+01, 1.00000e+02, 1.00000e+01
 1.40000e+01, 8.30000e+01, 9.11043e+00
 1.50000e+01, 6.90000e+01, 8.30662e+00
 1.60000e+01, 5.70000e+01, 7.54983e+00
 1.70000e+01, 4.70000e+01, 6.85565e+00
 1.80000e+01, 4.00000e+01, 6.32456e+00
 1.90000e+01, 3.60000e+01, 6.00000e+00
 2.00000e+01, 2.50000e+01, 5.00000e+00
 2.10000e+01, 1.80000e+01, 4.24264e+00
 2.20000e+01, 1.40000e+01, 3.74166e+00
 2.30000e+01, 1.20000e+01, 3.46410e+00
