 0.00000e+00, 4.00000e+03, 6.32456e+01
 1.00000e+00, 3.49800e+03, 5.91439e+01
 2.00000e+00, 3.03700e+03, 5.51090e+01
 3.00000e+00, 2.64600e+03, 5.14393e+01
 4.00000e+00, 2.27600e+03, 4.77074e+01
 5.00000e+00, 1.97500e+03, 4.44410e+01
 6.00000e+00, 1.74700e+03, 4.17971e+01
 7.00000e+00, 1.53000e+03, 3.91152e+01
 8.00000e+00, 1.36100e+03, 3.68917e+01
 9.00000e+00, 1.21700e+03, 3.48855e+01
 1.00000e+01, 1.07000e+03, 3.27109e+01
 1.10000e+01, 9.70000e+02, 3.11448e+01
 1.20000e+01, 8.88000e+02, 2.97993e+01
 1.30000e+01, 7.95000e+02, 2.81957e+01
 1.40000e+01, 7.27000e+02, 2.69629e+01
 1.50000e+01, 6.58000e+02, 2.56515e+01
 1.60000e+01, 5.99000e+02, 2.44745e+01
 1.70000e+01, 5.58000e+02, 2.36220e+01
 1.80000e+01, 5.17000e+02, 2.27376e+01
 1.90000e+01, 4.79000e+02, 2.18861e+01
 2.00000e+01, 4.57000e+02, 2.13776e+01
 2.10000e+01, 4.13000e+02, 2.03224e+01
 2.20000e+01, 3.83000e+02, 1.95704e+01
 2.30000e+01, 3.64000e+02, 1.90788e+01
 2.40000e+01, 3.32000e+02, 1.82209e+01
 2.50000e+01, 3.13000e+02, 1.76918e+01
 2.60000e+01, 2.94000e+02, 1.71464e+01
 2.70000e+01, 2.76000e+02, 1.66132e+01
 2.80000e+01, 2.60000e+02, 1.61245e+01
 2.90000e+01, 2.32000e+02, 1.52315e+01
 3.00000e+01, 2.19000e+02, 1.47986e+01
 3.10000e+01, 2.01000e+02, 1.41774e+01
 3.20000e+01, 1.94000e+02, 1.39284e+01
 3.30000e+01, 1.89000e+02, 1.37477e+01
 3.40000e+01, 1.83000e+02, 1.35277e+01
 3.50000e+01, 1.76000e+02, 1.32665e+01
 3.60000e+01, 1.66000e+02, 1.28841e+01
 3.70000e+01, 1.59000e+02, 1.26095e+01
 3.80000e+01, 1.44000e+02, 1.20000e+01
 3.90000e+01, 1.34000e+02, 1.15758e+01
 4.00000e+01, 1.28000e+02, 1.13137e+01
 4.10000e+01, 1.21000e+02, 1.10000e+01
 4.20000e+01, 1.17000e+02, 1.08167e+01
 4.30000e+01, 1.10000e+02, 1.04881e+01
 4.40000e+01, 1.04000e+02, 1.01980e+01
 4.50000e+01, 1.02000e+02, 1.00995e+01
 4.60000e+01, 1.00000e+02, 1.00000e+01
 4.70000e+01, 9.50000e+01, 9.74679e+00
 4.80000e+01, 8.70000e+01, 9.32738e+00
 4.90000e+01, 8.30000e+01, 9.11043e+00
 5.00000e+01, 8.00000e+01, 8.94427e+00
 5.10000e+01, 7.70000e+01, 8.77496e+00
 5.20000e+01, 7.00000e+01, 8.36660e+00
 5.30000e+01, 6.80000e+01, 8.24621e+00
 5.40000e+01, 6.30000e+01, 7.93725e+00
 5.50000e+01, 6.20000e+01, 7.87401e+00
 5.60000e+01, 5.60000e+01, 7.48331e+00
 5.70000e+01, 5.30000e+01, 7.28011e+00
 5.80000e+01, 5.30000e+01, 7.28011e+00
 5.90000e+01, 5.20000e+01, 7.21110e+00
 6.00000e+01, 4.90000e+01, 7.00000e+00
 6.10000e+01, 4.80000e+01, 6.92820e+00
 6.20000e+01, 4.40000e+01, 6.63325e+00
 6.30000e+01, 4.20000e+01, 6.48074e+00
 6.40000e+01, 3.90000e+01, 6.24500e+00
 6.50000e+01, 3.90000e+01, 6.24500e+00
 6.60000e+01, 3.80000e+01, 6.16441e+00
 6.70000e+01, 3.80000e+01, 6.16441e+00
 6.80000e+01, 3.70000e+01, 6.08276e+00
 6.90000e+01, 3.30000e+01, 5.74456e+00
 7.00000e+01, 2.90000e+01, 5.38516e+00
 7.10000e+01, 2.80000e+01, 5.29150e+00
 7.20000e+01, 2.80000e+01, 5.29150e+00
 7.30000e+01, 2.70000e+01, 5.19615e+00
 7.40000e+01, 2.50000e+01, 5.00000e+00
 7.50000e+01, 2.30000e+01, 4.79583e+00
 7.60000e+01, 2.20000e+01, 4.69042e+00
 7.70000e+01, 2.00000e+01, 4.47214e+00
 7.80000e+01, 1.90000e+01, 4.35890e+00
 7.90000e+01, 1.70000e+01, 4.12311e+00
 8.00000e+01, 1.70000e+01, 4.12311e+00
 8.10000e+01, 1.70000e+01, 4.12311e+00
 8.20000e+01, 1.70000e+01, 4.12311e+00
 8.30000e+01, 1.60000e+01, 4.00000e+00
 8.40000e+01, 1.50000e+01, 3.87298e+00
 8.50000e+01, 1.30000e+01, 3.60555e+00
