 2.50000e+00, 2.32854e-03
 2.60204e+00, 1.85453e-02
 2.70408e+00, 5.28512e-02
 2.80612e+00, 8.88456e-02
 2.90816e+00, 9.69980e-02
 3.01020e+00, 6.31028e-02
 3.11224e+00, 1.44849e-02
 3.21429e+00, 1.18958e-02
 3.31633e+00, 1.00797e-01
 3.41837e+00, 2.58081e-01
 3.52041e+00, 3.88113e-01
 3.62245e+00, 3.88883e-01
 3.72449e+00, 2.44890e-01
 3.82653e+00, 6.52414e-02
 3.92857e+00, 1.72935e-02
 4.03061e+00, 1.92792e-01
 4.13265e+00, 5.13284e-01
 4.23469e+00, 7.65994e-01
 4.33673e+00, 7.60335e-01
 4.43878e+00, 4.87826e-01
 4.54082e+00, 1.49896e-01
 4.64286e+00, 1.57912e-02
 4.74490e+00, 2.12971e-01
 4.84694e+00, 6.17191e-01
 4.94898e+00, 9.37743e-01
 5.05102e+00, 9.37743e-01
 5.15306e+00, 6.17191e-01
 5.25510e+00, 2.12971e-01
 5.35714e+00, 1.57912e-02
 5.45918e+00, 1.49896e-01
 5.56122e+00, 4.87826e-01
 5.66327e+00, 7.60335e-01
 5.76531e+00, 7.65994e-01
 5.86735e+00, 5.13284e-01
 5.96939e+00, 1.92792e-01
 6.07143e+00, 1.72935e-02
 6.17347e+00, 6.52414e-02
 6.27551e+00, 2.44890e-01
 6.37755e+00, 3.88883e-01
 6.47959e+00, 3.88113e-01
 6.58163e+00, 2.58081e-01
 6.68367e+00, 1.00797e-01
 6.78571e+00, 1.18958e-02
 6.88776e+00, 1.44849e-02
 6.98980e+00, 6.31028e-02
 7.09184e+00, 9.69980e-02
 7.19388e+00, 8.88456e-02
 7.29592e+00, 5.28512e-02
 7.39796e+00, 1.85453e-02
 7.50000e+00, 2.32854e-03
