 2.50000e+00, 1.41341e-04
 2.60204e+00, 4.98330e-04
 2.70408e+00, 2.88211e-04
 2.80612e+00, 4.57984e-04
 2.90816e+00, 4.07380e-03
 3.01020e+00, 9.42845e-03
 3.11224e+00, 9.67470e-03
 3.21429e+00, 3.05112e-03
 3.31633e+00, 3.26592e-03
 3.41837e+00, 3.38988e-02
 3.52041e+00, 1.04292e-01
 3.62245e+00, 1.87315e-01
 3.72449e+00, 2.27173e-01
 3.82653e+00, 1.83347e-01
 3.92857e+00, 7.92946e-02
 4.03061e+00, 7.31573e-03
 4.13265e+00, 6.86390e-02
 4.23469e+00, 2.84858e-01
 4.33673e+00, 5.54619e-01
 4.43878e+00, 7.06578e-01
 4.54082e+00, 6.24398e-01
 4.64286e+00, 3.50995e-01
 4.74490e+00, 8.06155e-02
 4.84694e+00, 2.83461e-02
 4.94898e+00, 2.67412e-01
 5.05102e+00, 6.60912e-01
 5.15306e+00, 9.49450e-01
 5.25510e+00, 9.35960e-01
 5.35714e+00, 6.29733e-01
 5.45918e+00, 2.39587e-01
 5.56122e+00, 2.14231e-02
 5.66327e+00, 9.65415e-02
 5.76531e+00, 3.75922e-01
 5.86735e+00, 6.39744e-01
 5.96939e+00, 7.02340e-01
 6.07143e+00, 5.35086e-01
 6.17347e+00, 2.63531e-01
 6.27551e+00, 5.75399e-02
 6.37755e+00, 9.22365e-03
 6.47959e+00, 8.79504e-02
 6.58163e+00, 1.89892e-01
 6.68367e+00, 2.26836e-01
 6.78571e+00, 1.81470e-01
 6.88776e+00, 9.75798e-02
 6.98980e+00, 2.99106e-02
 7.09184e+00, 2.42976e-03
 7.19388e+00, 3.61750e-03
 7.29592e+00, 9.96811e-03
 7.39796e+00, 9.09272e-03
 7.50000e+00, 3.65095e-03
