 2.00000e+00, 5.91895e-04
 2.08696e+00, 1.12284e-04
 2.17391e+00, 1.02809e-03
 2.26087e+00, 2.09744e-03
 2.34783e+00, 1.48043e-03
 2.43478e+00, 2.81105e-04
 2.52174e+00, 4.21734e-03
 2.60870e+00, 2.02915e-02
 2.69565e+00, 4.95890e-02
 2.78261e+00, 8.19426e-02
 2.86957e+00, 9.88225e-02
 2.95652e+00, 8.56065e-02
 3.04348e+00, 4.62712e-02
 3.13043e+00, 8.78427e-03
 3.21739e+00, 1.31583e-02
 3.30435e+00, 8.55927e-02
 3.39130e+00, 2.14219e-01
 3.47826e+00, 3.45256e-01
 3.56522e+00, 4.08162e-01
 3.65217e+00, 3.59246e-01
 3.73913e+00, 2.17458e-01
 3.82609e+00, 6.58518e-02
 3.91304e+00, 1.07210e-02
 4.00000e+00, 1.17818e-01
 4.08696e+00, 3.63804e-01
 4.17391e+00, 6.36940e-01
 4.26087e+00, 7.93558e-01
 4.34783e+00, 7.41567e-01
 4.43478e+00, 5.01521e-01
 4.52174e+00, 2.04926e-01
 4.60870e+00, 2.52085e-02
 4.69565e+00, 7.84287e-02
 4.78261e+00, 3.52063e-01
 4.86957e+00, 7.06330e-01
 4.95652e+00, 9.50375e-01
 5.04348e+00, 9.50375e-01
 5.13043e+00, 7.06330e-01
 5.21739e+00, 3.52063e-01
 5.30435e+00, 7.84287e-02
 5.39130e+00, 2.52085e-02
 5.47826e+00, 2.04926e-01
 5.56522e+00, 5.01521e-01
 5.65217e+00, 7.41567e-01
 5.73913e+00, 7.93558e-01
 5.82609e+00, 6.36940e-01
 5.91304e+00, 3.63804e-01
 6.00000e+00, 1.17818e-01
 6.08696e+00, 1.07210e-02
 6.17391e+00, 6.58518e-02
 6.26087e+00, 2.17458e-01
 6.34783e+00, 3.59246e-01
 6.43478e+00, 4.08162e-01
 6.52174e+00, 3.45256e-01
 6.60870e+00, 2.14219e-01
 6.69565e+00, 8.55927e-02
 6.78261e+00, 1.31583e-02
 6.86957e+00, 8.78427e-03
 6.95652e+00, 4.62712e-02
 7.04348e+00, 8.56065e-02
 7.13043e+00, 9.88225e-02
 7.21739e+00, 8.19426e-02
 7.30435e+00, 4.95890e-02
 7.39130e+00, 2.02915e-02
 7.47826e+00, 4.21734e-03
 7.56522e+00, 2.81105e-04
 7.65217e+00, 1.48043e-03
 7.73913e+00, 2.09744e-03
 7.82609e+00, 1.02809e-03
 7.91304e+00, 1.12284e-04
 8.00000e+00, 5.91895e-04
